DNO_Key,Date,Min_Rate_p_kWh,Max_Rate_p_kWh,Mean_Rate_p_kWh,Median_Rate_p_kWh,Count,DNO_Name
ENWL,2018-01-01,0.7600833333333333,3.8882499999999998,1.8972890682435875,1.6765,73.75,Electricity North West
ENWL,2020-01-01,0.7790833333333333,5.287083333333333,2.038019072634878,1.6583333333333332,75.25,Electricity North West
ENWL,2021-01-01,0.5553636363636364,8.853454545454545,2.8355048887986056,1.8076363636363637,68.63636363636364,Electricity North West
ENWL,2022-01-01,1.1240333048344309,7.213879458680585,3.133048856972314,1.9152640740652005,69.53846153846153,Electricity North West
ENWL,2023-01-01,0.5863619709052365,6.2543619709052365,2.5912699334628453,1.6435927401360055,69.3076923076923,Electricity North West
ENWL,2025-01-01,0.5069588208985997,9.152456374336584,3.826508801195645,2.31730482852298,99.3,Electricity North West
ENWL,2026-01-01,0.3668926667053354,11.49101927912253,4.048827176385449,2.4466159358244677,31.428571428571427,Electricity North West
NGED-SW,2014-01-01,0.7442717005150664,3.9083967038761593,2.1949599691279547,2.273265367739689,148.1,National Grid Electricity Distribution – South West (SWEST)
NGED-SW,2015-01-01,0.6772647923167797,4.589179572375709,2.2985557433574146,1.8320300908265321,37.25,National Grid Electricity Distribution – South West (SWEST)
NGED-SW,2016-01-01,0.674592448007318,5.1302490782980446,2.5756207651644383,1.9436170729593707,39.875,National Grid Electricity Distribution – South West (SWEST)
NGED-SW,2017-01-01,0.6766098778981715,4.466196973571966,2.3516752275490282,1.9275930314848329,39.875,National Grid Electricity Distribution – South West (SWEST)
NGED-SW,2018-01-01,0.9287738481216191,4.562096136073754,2.5634014827762175,1.7884237307207995,42.714285714285715,National Grid Electricity Distribution – South West (SWEST)
NGED-SW,2019-01-01,0.9388423850000001,4.62969933,2.3308187836536014,1.7449788775,39.625,National Grid Electricity Distribution – South West (SWEST)
NGED-SW,2020-01-01,0.932089835210136,4.838398891423209,2.6058529263971626,1.8305311782091016,42.714285714285715,National Grid Electricity Distribution – South West (SWEST)
NGED-SW,2021-01-01,0.9989874508994706,13.298244998829583,4.856964205212121,1.5856124331704495,17.8,National Grid Electricity Distribution – South West (SWEST)
NGED-SW,2022-01-01,0.11458513995019967,14.802601650545643,5.797394890417879,0.7061578750469539,16.2,National Grid Electricity Distribution – South West (SWEST)
NGED-SW,2023-01-01,0.05958955118849294,14.650701158056744,6.1606359992346995,1.5615244834805135,16.2,National Grid Electricity Distribution – South West (SWEST)
NGED-SW,2024-01-01,0.06598955118849295,17.676901158056744,6.836537448510062,1.5903244834805137,16.2,National Grid Electricity Distribution – South West (SWEST)
NGED-SW,2025-01-01,0.14621295012133725,20.455830935253204,7.502928374136113,1.8459059510902782,16.2,National Grid Electricity Distribution – South West (SWEST)
NGED-SW,2026-01-01,0.5050689280784635,18.90560507076593,7.734032181189282,4.55126218415722,16.0,National Grid Electricity Distribution – South West (SWEST)
NGED-SWales,2014-01-01,1.0549616080372646,2.6415274393819117,1.8676557314937041,1.9900728939273664,93.54545454545455,National Grid Electricity Distribution – South Wales (SWALES)
NGED-SWales,2015-01-01,0.7884987762274434,3.16098255423608,1.9672287695861614,1.8285241964093037,35.75,National Grid Electricity Distribution – South Wales (SWALES)
NGED-SWales,2016-01-01,0.768453262792389,3.4263755047457924,2.089161525054152,1.900606022298265,38.375,National Grid Electricity Distribution – South Wales (SWALES)
NGED-SWales,2017-01-01,0.7771351751835992,2.8579012831451664,1.9006258952745716,1.9012456618280258,38.375,National Grid Electricity Distribution – South Wales (SWALES)
NGED-SWales,2018-01-01,1.0775564639481954,3.1199746542592863,2.0769324738888053,1.9063725200465504,42.57142857142857,National Grid Electricity Distribution – South Wales (SWALES)
NGED-SWales,2019-01-01,0.9726669262500001,2.85725921125,1.8837248983699757,1.753807295,38.375,National Grid Electricity Distribution – South Wales (SWALES)
NGED-SWales,2020-01-01,1.0818905598200084,3.2406562136164925,2.119415194574159,1.856448550260595,42.42857142857143,National Grid Electricity Distribution – South Wales (SWALES)
NGED-SWales,2021-01-01,0.9738641274723785,9.770586332229223,3.720556066101698,1.8106723551311532,17.6,National Grid Electricity Distribution – South Wales (SWALES)
NGED-SWales,2022-01-01,0.11639766599999998,10.451325893999998,3.9980914549927533,0.9504749020000001,16.0,National Grid Electricity Distribution – South Wales (SWALES)
NGED-SWales,2023-01-01,0.1167839463160861,9.864062489853353,3.960003289335595,0.9098206928129933,16.0,National Grid Electricity Distribution – South Wales (SWALES)
NGED-SWales,2024-01-01,5.644653288596738,16.899552074877793,9.696157330484978,6.2448505773441605,13.5,National Grid Electricity Distribution – South Wales (SWALES)
NGED-SWales,2025-01-01,0.1970861017184062,14.276554841489272,5.313546506177617,1.4807047811839857,16.0,National Grid Electricity Distribution – South Wales (SWALES)
NGED-SWales,2026-01-01,0.21185263900303744,13.717656233961652,5.203325649310403,1.2007047573233622,16.0,National Grid Electricity Distribution – South Wales (SWALES)
NPg-NE,2017-01-01,0.5003718138843749,2.794924867164949,0.7350604961264822,0.6521147916957045,29.428571428571427,Northern Powergrid (North East)
NPg-NE,2019-01-01,0.4865551726474185,1.137901291300506,0.6850599251091377,0.6431445414024308,29.285714285714285,Northern Powergrid (North East)
NPg-NE,2023-01-01,1.6477138811057073,16.712871470045975,6.063712012601029,4.034541624436765,28.243243243243242,Northern Powergrid (North East)
NPg-NE,2024-01-01,1.2977130859414037,14.235636250964552,5.072248129510569,3.293140507365542,24.45098039215686,Northern Powergrid (North East)
NPg-NE,2025-01-01,0.8686122513660662,2.619936948137939,1.5041127539379138,1.1862743545752832,32.51851851851852,Northern Powergrid (North East)
NPg-NE,2026-01-01,0.8840076049992535,2.9463264773812554,1.6557228517098286,1.240097126350935,11.083333333333334,Northern Powergrid (North East)
NPg-Y,2023-01-01,1.6038067113035601,12.320448546978032,4.907645610564614,3.94096869285238,18.98,Northern Powergrid (Yorkshire)
NPg-Y,2024-01-01,1.4982587859949128,12.768380597767326,5.034774720631598,3.631177264964666,18.71698113207547,Northern Powergrid (Yorkshire)
NPg-Y,2025-01-01,1.1910212630554868,3.0621634589288145,1.9006228226193453,1.4603854357174135,20.655172413793103,Northern Powergrid (Yorkshire)
NPg-Y,2026-01-01,1.2430395030546106,3.412854602098486,2.0842178746161526,1.5675189397710911,10.076923076923077,Northern Powergrid (Yorkshire)
SSE-SEPD,2020-01-01,0.9577845671592695,4.0978075256615085,2.308625515638901,2.1291643350953744,43.177215189873415,Southern Electric Power Distribution (SEPD)
SSE-SEPD,2021-01-01,0.9764526152750995,4.971646988990704,2.2829303266795393,1.5123966583284656,27.028776978417266,Southern Electric Power Distribution (SEPD)
SSE-SEPD,2022-01-01,1.1496366463220746,6.04442893938587,2.9005669853097538,1.7621955434647198,32.02958579881657,Southern Electric Power Distribution (SEPD)
SSE-SEPD,2023-01-01,0.6546362458505323,5.728252068640749,2.565454012119196,1.3068314957193745,37.528,Southern Electric Power Distribution (SEPD)
SSE-SEPD,2024-01-01,0.4026833481156374,8.759929243312204,3.4880958356265137,1.3389158924258178,33.38461538461539,Southern Electric Power Distribution (SEPD)
SSE-SEPD,2025-01-01,0.3725869264059046,9.3119896305299,3.7414347109579253,1.5558455785404293,37.87012987012987,Southern Electric Power Distribution (SEPD)
SSE-SEPD,2026-01-01,0.3971173578331398,10.702817580095044,4.127816954950635,1.8509506902813297,17.514285714285716,Southern Electric Power Distribution (SEPD)
SSE-SHEPD,2020-01-01,0.69914608568377,1.4700183747165894,1.0442397682124713,0.9884482132732865,49.18032786885246,Scottish Hydro Electric Power Distribution (SHEPD)
SSE-SHEPD,2021-01-01,0.7801231664340929,2.578750695973392,1.3935797414406514,1.1430787024018705,35.32432432432432,Scottish Hydro Electric Power Distribution (SHEPD)
SSE-SHEPD,2022-01-01,0.8252276827608491,3.305049945298521,1.7103755121826285,1.190552624069377,34.45882352941177,Scottish Hydro Electric Power Distribution (SHEPD)
SSE-SHEPD,2023-01-01,0.862079764739725,4.737134993392839,2.247942333285962,1.4045113600339372,51.416666666666664,Scottish Hydro Electric Power Distribution (SHEPD)
SSE-SHEPD,2024-01-01,0.8278873543176233,5.027087592197994,2.378258274981236,1.6041792861493365,57.39393939393939,Scottish Hydro Electric Power Distribution (SHEPD)
SSE-SHEPD,2025-01-01,1.0395625,8.817,4.245710993570574,2.9634375,110.6875,Scottish Hydro Electric Power Distribution (SHEPD)
SSE-SHEPD,2026-01-01,1.044,10.47376923076923,4.953201035615796,3.4282307692307694,14.692307692307692,Scottish Hydro Electric Power Distribution (SHEPD)
UKPN-LPN,2014-01-01,0.7972380952380953,1.8845714285714286,1.307075899467777,1.2847142857142857,79.85714285714286,UK Power Networks (London)
UKPN-LPN,2015-01-01,0.765875,2.1085625,1.5135138117736018,1.4778125,37.5625,UK Power Networks (London)
UKPN-LPN,2016-01-01,0.7809411764705882,2.8228235294117647,1.746286003455696,1.4915882352941177,37.8235294117647,UK Power Networks (London)
UKPN-LPN,2017-01-01,0.7812352941176471,2.167529411764706,1.5424822695219311,1.4694117647058824,37.8235294117647,UK Power Networks (London)
UKPN-LPN,2018-01-01,0.9166200557991975,2.6257739019530435,1.7535883738993403,1.4887739019530435,46.53846153846154,UK Power Networks (London)
UKPN-LPN,2019-01-01,0.964764705882353,2.215823529411765,1.5913292173281668,1.4250588235294117,39.588235294117645,UK Power Networks (London)
UKPN-LPN,2020-01-01,0.9237500000000001,2.9166666666666665,1.873707526249459,1.5454166666666669,50.333333333333336,UK Power Networks (London)
UKPN-LPN,2021-01-01,0.882,10.475625,3.6482784741002705,1.611125,21.75,UK Power Networks (London)
UKPN-LPN,2022-01-01,0.075,12.9565,4.23614190821256,0.90825,19.75,UK Power Networks (London)
UKPN-LPN,2023-01-01,0.10975,12.24675,4.136219226124117,1.431125,20.125,UK Power Networks (London)
UKPN-LPN,2024-01-01,1.435548660385027,12.94636210955996,5.07674963178848,2.197362109559959,14.727272727272727,UK Power Networks (London)
UKPN-LPN,2025-01-01,0.16025,11.968625000000001,4.705983997584541,1.4969999999999999,19.75,UK Power Networks (London)
UKPN-LPN,2026-01-01,0.6618172936044514,12.308925254089242,5.096691456348188,1.8101474763114647,17.77777777777778,UK Power Networks (London)
